FDCB d 96   RES 2,(IY+d)
FDCB d 97   RES 2,(IY+d),A*
FDCB d 98   RES 3,(IY+d),B*
FDCB d 99   RES 3,(IY+d),C*
FDCB d 9A   RES 3,(IY+d),D*
FDCB d 9B   RES 3,(IY+d),E*
FDCB d 9C   RES 3,(IY+d),H*
FDCB d 9D   RES 3,(IY+d),L*
FDCB d 9E   RES 3,(IY+d)
FDCB d 9F   RES 3,(IY+d),A*
FDCB d A0   RES 4,(IY+d),B*
FDCB d A1   RES 4,(IY+d),C*
FDCB d A2   RES 4,(IY+d),D*
FDCB d A3   RES 4,(IY+d),E*
FDCB d A4   RES 4,(IY+d),H*
FDCB d A5   RES 4,(IY+d),L*
FDCB d A6   RES 4,(IY+d)
FDCB d A7   RES 4,(IY+d),A*
FDCB d A8   RES 5,(IY+d),B*
FDCB d A9   RES 5,(IY+d),C*
FDCB d AA   RES 5,(IY+d),D*
FDCB d AB   RES 5,(IY+d),E*
FDCB d AC   RES 5,(IY+d),H*
FDCB d AD   RES 5,(IY+d),L*
FDCB d AE   RES 5,(IY+d)
FDCB d AF   RES 5,(IY+d),A*
FDCB d B0   RES 6,(IY+d),B*
FDCB d B1   RES 6,(IY+d),C*
FDCB d B2   RES 6,(IY+d),D*
FDCB d B3   RES 6,(IY+d),E*
FDCB d B4   RES 6,(IY+d),H*
FDCB d B5   RES 6,(IY+d),L*
FDCB d B6   RES 6,(IY+d)
FDCB d B7   RES 6,(IY+d),A*
FDCB d B8   RES 7,(IY+d),B*
FDCB d B9   RES 7,(IY+d),C*
FDCB d BA   RES 7,(IY+d),D*
FDCB d BB   RES 7,(IY+d),E*
FDCB d BC   RES 7,(IY+d),H*
FDCB d BD   RES 7,(IY+d),L*
FDCB d BE   RES 7,(IY+d)
FDCB d BF   RES 7,(IY+d),A*
FDCB d C0   SET 0,(IY+d),B*
FDCB d C1   SET 0,(IY+d),C*
FDCB d C2   SET 0,(IY+d),D*
FDCB d C3   SET 0,(IY+d),E*
FDCB d C4   SET 0,(IY+d),H*
FDCB d C5   SET 0,(IY+d),L*
FDCB d C6   SET 0,(IY+d)
FDCB d C7   SET 0,(IY+d),A*
FDCB d C8   SET 1,(IY+d),B*
FDCB d C9   SET 1,(IY+d),C*
FDCB d CA   SET 1,(IY+d),D*
FDCB d CB   SET 1,(IY+d),E*
FDCB d CC   SET 1,(IY+d),H*
FDCB d CD   SET 1,(IY+d),L*
FDCB d CE   SET 1,(IY+d)
FDCB d CF   SET 1,(IY+d),A*
FDCB d D0   SET 2,(IY+d),B*
FDCB d D1   SET 2,(IY+d),C*
FDCB d D2   SET 2,(IY+d),D*
FDCB d D3   SET 2,(IY+d),E*
FDCB d D4   SET 2,(IY+d),H*
FDCB d D5   SET 2,(IY+d),L*
FDCB d D6   SET 2,(IY+d)
FDCB d D7   SET 2,(IY+d),A*
FDCB d D8   SET 3,(IY+d),B*
FDCB d D9   SET 3,(IY+d),C*
FDCB d DA   SET 3,(IY+d),D*
FDCB d DB   SET 3,(IY+d),E*
FDCB d DC   SET 3,(IY+d),H*
FDCB d DD   SET 3,(IY+d),L*
FDCB d DE   SET 3,(IY+d)
FDCB d DF   SET 3,(IY+d),A*
FDCB d E0   SET 4,(IY+d),B*
FDCB d E1   SET 4,(IY+d),C*
FDCB d E2   SET 4,(IY+d),D*
FDCB d E3   SET 4,(IY+d),E*
FDCB d E4   SET 4,(IY+d),H*
FDCB d E5   SET 4,(IY+d),L*
FDCB d E6   SET 4,(IY+d)
FDCB d E7   SET 4,(IY+d),A*
FDCB d E8   SET 5,(IY+d),B*
FDCB d E9   SET 5,(IY+d),C*
FDCB d EA   SET 5,(IY+d),D*
FDCB d EB   SET 5,(IY+d),E*
FDCB d EC   SET 5,(IY+d),H*
FDCB d ED   SET 5,(IY+d),L*
FDCB d EE   SET 5,(IY+d)
FDCB d EF   SET 5,(IY+d),A*
FDCB d F0   SET 6,(IY+d),B*
FDCB d F1   SET 6,(IY+d),C*
FDCB d F2   SET 6,(IY+d),D*
FDCB d F3   SET 6,(IY+d),E*
FDCB d F4   SET 6,(IY+d),H*
FDCB d F5   SET 6,(IY+d),L*
FDCB d F6   SET 6,(IY+d)
FDCB d F7   SET 6,(IY+d),A*
FDCB d F8   SET 7,(IY+d),B*
FDCB d F9   SET 7,(IY+d),C*
FDCB d FA   SET 7,(IY+d),D*
FDCB d FB   SET 7,(IY+d),E*
FDCB d FC   SET 7,(IY+d),H*
FDCB d FD   SET 7,(IY+d),L*
FDCB d FE   SET 7,(IY+d)
FDCB d FF   SET 7,(IY+d),A*
